question,answer,abs_id,Inquiry Type,Extra Condition,Investigation Target,biocategory,biosubcategory
"In the context of chondroitin sulfate biosynthesis, can human chondroitin synthase (ChSy) alone, without the presence of chondroitin polymerizing factor (ChPF), facilitate chondroitin polymerization in vitro when provided with the necessary sugar donors, such as UDP-glucuronic acid (GlcUA) and UDP-N-acetylgalactosamine (GalNAc)?",No,PMID:12716890,Normal,Natural,Function,Metabolism,Glycan biosynthesis and metabolism
"In the context of cholera toxin (CT) disassembly within the endoplasmic reticulum (ER), does the enzyme Ero1 exhibit a preference for interacting with the protein disulfide isomerase (PDI)-toxin complex over other potential substrates?",Yes,PMID:12403808,Normal,Natural,Interaction,Human Diseases,Infectious disease: bacterial
"In the context of Staphylococcus aureus immune evasion, can bacteriolysis be inhibited by the SSL7 protein without requiring the binding of both complement C5 and IgA?",No,PMID:20133685,Normal,Natural,Function,Human Diseases,Infectious disease: bacterial
"In the context of growth factor activation of the PI3'K/Akt signaling pathway, does the serine-threonine kinase Akt have the ability to phosphorylate the BCL-2 family member BAD in vitro and subsequently block the BAD-induced death of primary neurons?",Yes,PMID:9346240,Normal,Natural,Function,Organismal Systems,Endocrine system
"In the context of human immunodeficiency virus type 1 (HIV-1) infection, does the human APOBEC3A protein have a significant impact on the replication of HIV-1 when compared to other APOBEC3 family members, specifically in terms of restricting viral replication and inducing mutations in proviral DNA?",No,PMID:21835787,Normal,Natural,Function,Human Diseases,Infectious disease: viral
"In the context of herpes simplex virus type 1 (HSV-1) and HSV-2, does glycoprotein C-2 (gC-2) possess the ability to inhibit the alternative pathway-mediated lysis of rabbit erythrocytes, similar to the observed effects of glycoprotein C-1 (gC-1) on the complement system?",No,PMID:9029114,Normal,Natural,Function,Human Diseases,Infectious disease: viral
"In the context of yeast intracellular membrane traffic, are the t-SNARE proteins Tlg1p and Tlg2p required to maintain normal levels of proteins within the Trans-Golgi Network (TGN)?",Yes,PMID:9427746,Normal,Natural,Single,Genetic Information Processing,"Folding, sorting and degradation"
"In the context of cellular responses to oxidative stress, does the deubiquitinating enzyme USP7/HAUSP (herpesvirus-associated ubiquitin-specific protease) positively regulate the transcriptional activity of Forkhead box O (FOXO) transcription factors towards endogenous promoters?",No,PMID:16964248,Normal,Natural,Single,Environmental Information Processing,Signal transduction
"In the absence of dynactin, does the human dynein-1 complex exhibit efficient processive movement along microtubules?",No,PMID:28602352,Normal,Natural,Single,Cellular Processes,Cell motility
"In the context of Yersinia species' type three secretion effector YopO blocking phagocytosis, does YopO influence the accumulation of Rac at the phagocytic cup during the process of inhibiting Rac-dependent Fcgamma receptor internalization pathway?",No,PMID:19926792,Normal,Natural,Interaction,Human Diseases,Infectious disease: bacterial
"In the context of infection with seasonal human influenza A viruses, do cells infected with the A/HK/218847/06 (H1N1) virus exhibit higher levels of hemagglutinin (HA) expression and accumulation on the cell membrane compared to those infected with the A/HK/218449/06 (H3N2) virus?",No,PMID:18053252,Normal,Natural,Single,Human Diseases,Infectious disease: viral
"In the context of Hepatitis C virus (HCV) infection, is the C-terminal region of the nonstructural 5A (NS5A) protein necessary for its in vivo association with the p85 subunit of phosphatidylinositol 3-kinase (PI3K)?",No,PMID:12186904,Normal,Natural,Interaction,Human Diseases,Cancer: overview
"In the context of influenza A virus infection, are the RNA-binding domain (specifically, basic residues 38 and 41) and the TRIM25-binding domain (specifically, acidic residues 96 and 97) of the nonstructural protein 1 (NS1) necessary for the suppression of NLRP3 inflammasome-mediated interleukin-1beta (IL-1beta) secretion?",Yes,PMID:26865721,Normal,Natural,Function,Human Diseases,Infectious disease: viral
"In HEK293 cells stably expressing the gonadotropin-releasing hormone (GnRH) receptor, does the activation of extracellular signal-regulated kinases 1 and 2 (ERK1/2) by GnRH stimulation depend on the activation of the epidermal growth factor receptor (EGF-R)?",No,PMID:12943720,Normal,Natural,Single,Organismal Systems,Endocrine system
"In the context of decorin's ability to modulate the bioactivity of tyrosine kinase receptors, does the interaction between decorin and the hepatocyte growth factor receptor (Met) lead to the rapid intracellular degradation of Met?",Yes,PMID:19433454,Normal,Natural,Function,Human Diseases,Cancer: overview
"In the context of ovarian folliculogenesis, does bone morphogenetic protein-6 (BMP-6) enhance the steady state mRNA levels of follicle-stimulating hormone (FSH)-induced steroidogenic acute regulatory protein (StAR) and P450 side-chain cleavage enzyme (P450scc) in rat granulosa cells?",No,PMID:11447221,Normal,Natural,Single,Organismal Systems,Endocrine system
"In the context of brown adipose tissue thermogenic activation, does the binding of ATF2 to the FGF21 gene promoter facilitate the induction of FGF21 gene transcription through a mechanism independent of cyclic adenosine monophosphate (cAMP) signaling?",No,PMID:21317437,Normal,Natural,Single,Organismal Systems,Environmental adaptation
"In the context of calreticulin (CRT) interaction with phagocytes, does the internalization of exogenous CRT by macrophages, such as THP1 macrophages, lead to a decrease in interleukin-8 release?",No,PMID:28878781,Normal,Natural,Single,Cellular Processes,Transport and catabolism
"In the context of adenocarcinoma of the lung progression, is the human epidermal growth factor receptor 2 (HER2) protein expressed in atypical adenomatous hyperplasia (AAH) as determined by immunohistochemistry using paraffin wax embedded tissues?",No,PMID:16189154,Normal,Natural,Single,Human Diseases,Cancer: specific types
"In Xenopus laevis oocytes undergoing meiotic maturation, is the Mad2 protein necessary for the continued maintenance of metaphase arrest after cytostatic factor (CSF) arrest has been established?",No,PMID:14691134,Normal,Natural,Function,Cellular Processes,Cell growth and death
"In the context of Salmonella infection and the formation of phosphatidylinositol 3-phosphate (PI(3)P) on the Salmonella-containing vacuole (SCV), does the bacterial virulence factor SopB directly dephosphorylate phosphatidylinositol 3,4-bisphosphate (PI(3,4)P2) and/or phosphatidylinositol 3,4,5-trisphosphate (PI(3,4,5)P3) to produce PI(3)P?",No,PMID:18725540,Normal,Natural,Single,Human Diseases,Infectious disease: bacterial
"In the context of advanced glycation end products (AGEs) and their impact on the vasculature, particularly in diabetic patients, does the binding of AGEs to the receptor for advanced glycation end products (RAGE) lead to a decrease in endothelial permeability to macromolecules?",No,PMID:16894049,Normal,Natural,Function,Human Diseases,Endocrine and metabolic disease
"In the context of Kaposi's sarcoma-associated herpesvirus (KSHV) infection, is the carboxyl-terminal region of the K5 protein required for the downregulation of gamma interferon receptor 1 (IFN-gammaR1) surface expression?",Yes,PMID:17166914,Normal,Natural,Single,Human Diseases,Infectious disease: viral
"In the context of HIV-1 restriction, does the rhesus APOBEC3A protein have a significant impact on the replication of HIV-1 when stably expressed in T cells?",No,PMID:21835787,Normal,Natural,Function,Human Diseases,Infectious disease: viral
"In human skeletal muscle cells from patients with type 2 diabetes, does insulin stimulation lead to the tyrosine phosphorylation of insulin receptor substrate-1 (IRS-1), a key component in the insulin signaling pathway?",No,PMID:12765939,Normal,Natural,Single,Human Diseases,Endocrine and metabolic disease
"In the context of Hepatitis C virus (HCV) infection, does the HCV core protein counteract the suppressive effect of heterogeneous nuclear ribonucleoprotein K (hnRNP K) on the activity of the human thymidine kinase gene promoter?",Yes,PMID:9651361,Normal,Natural,Single,Human Diseases,Cancer: overview
"In the context of signal regulatory protein alpha (SIRPalpha) signaling in tumor-infiltrating macrophages (TIMs), does the process of neddylation lead to the activation of myeloid-specific Src homology region 2-containing protein tyrosine phosphatase 2 (SHP2)?",No,PMID:36626230,Normal,Natural,Single,Cellular Processes,Transport and catabolism
"In Staphylococcus carnosus, does the activity of the nitrite reductase (nir) promoter exhibit a dependency on the presence of iron?",Yes,PMID:12426351,Normal,Natural,Single,Environmental Information Processing,Signal transduction
"In Arabidopsis, does the GLU2 gene, which encodes for ferredoxin-dependent glutamate synthase (Fd-GOGAT), exhibit high levels of mRNA expression in leaf tissues, as compared to root tissues where it preferentially accumulates?",No,PMID:9596633,Normal,Natural,Single,Metabolism,Carbohydrate metabolism
"In the context of renin synthesis and secretion by juxtaglomerular (JG) cells, does adenosine exert a stimulatory effect on the baroreceptor and macula densa mechanisms that regulate renin production?",No,PMID:22258323,Normal,Natural,Function,Organismal Systems,Endocrine system
"In the context of p114RhoGEF-dependent serum response element (SRE) activity, does the presence of transducin, a functional scavenger of Gbetagamma subunits, enhance the stimulation of SRE by p114RhoGEF when G protein-coupled receptors are activated with lysophosphatidic acid?",No,PMID:14512443,Normal,Natural,Interaction,,
"In the context of hydrogen sulfide (H2S) production via the cystathionine beta-synthase enzyme (CBS), do calcium and calmodulin have a stimulatory effect on the reaction that produces H2S through the condensation of cysteine with homocysteine to form cystathionine and H2S?",No,PMID:15520012,Normal,Natural,Function,Metabolism,Amino acid metabolism
"In the context of hematopoietic stem cell malignancies, does the AML1/EVI-1 chimeric gene, formed by the t(3;21)(q26;q22) translocation, exhibit dominant-negative effects on the transcriptional activation typically induced by the AML1 gene?",Yes,PMID:15156182,Normal,Natural,Single,Human Diseases,Cancer: overview
"In the context of heparan sulfate (HS) and heparin (Hep) synthesis, does the EXTL1 protein exhibit glucuronyltransferase activity when utilizing N-acetylheparosan oligosaccharides as acceptor molecules?",No,PMID:11390981,Normal,Natural,Interaction,Metabolism,Glycan biosynthesis and metabolism
"In the context of maintaining acid-base balance, does the kidney significantly increase its extraction and metabolism of plasma glutamine during episodes of metabolic acidosis, as compared to periods of normal acid-base balance?",Yes,PMID:11533299,Normal,Natural,Function,Organismal Systems,Excretory system
